timestamp,sensor_id,location,vehicle_count,average_speed,congestion_level
2026-08-04T01:55:00,T009,Parramatta,73,66.37,Low
2026-08-04T02:00:00,T004,Mascot,44,10.17,High
2026-08-04T02:05:00,T007,Parramatta,50,68.21,Low
2026-08-04T02:10:00,T008,Parramatta,37,18.73,High
2026-08-04T02:15:00,T006,Sydney_CBD,91,44.9,Medium
2026-08-04T02:20:00,T006,Chatswood,130,40.36,Medium
2026-08-04T02:25:00,T005,Mascot,120,39.06,Medium
2026-08-04T02:30:00,T006,Sydney_CBD,84,49.98,Low
2026-08-04T02:35:00,T004,Chatswood,22,26.97,Medium
2026-08-04T02:40:00,T006,Mascot,150,54.68,Low
2026-08-04T02:45:00,T009,Chatswood,91,48.31,Low
2026-08-04T02:50:00,T003,Mascot,143,32.57,Medium
2026-08-04T02:55:00,T006,Parramatta,65,21.62,High
2026-08-04T03:00:00,T003,Sydney_CBD,63,66.08,Low
2026-08-04T03:05:00,T004,Central_Station,54,32.84,Medium
2026-08-04T03:10:00,T007,Mascot,27,18.07,High
2026-08-04T03:15:00,T001,Sydney_CBD,33,28.04,Medium
2026-08-04T03:20:00,T007,Parramatta,85,69.96,Low
2026-08-04T03:25:00,T006,Parramatta,146,36.41,Medium
2026-08-04T03:30:00,T001,Sydney_CBD,147,15.73,High
2026-08-04T03:35:00,T002,Mascot,90,62.24,Low
2026-08-04T03:40:00,T006,Parramatta,65,41.52,Medium
2026-08-04T03:45:00,T006,Central_Station,76,34.76,Medium
2026-08-04T03:50:00,T008,Mascot,54,34.07,Medium
2026-08-04T03:55:00,T006,Parramatta,58,51.18,Low
2026-08-04T04:00:00,T006,Parramatta,51,29.8,Medium
2026-08-04T04:05:00,T008,Chatswood,53,49.08,Low
2026-08-04T04:10:00,T005,Central_Station,74,21.88,High
2026-08-04T04:15:00,T008,Chatswood,79,59.29,Low
2026-08-04T04:20:00,T008,Sydney_CBD,18,58.92,Low
2026-08-04T04:25:00,T007,Central_Station,139,51.21,Low
2026-08-04T04:30:00,T010,Central_Station,18,27.92,Medium
2026-08-04T04:35:00,T002,Mascot,15,56.73,Low
2026-08-04T04:40:00,T006,Sydney_CBD,122,64.02,Low
2026-08-04T04:45:00,T002,Central_Station,83,42.18,Medium
2026-08-04T04:50:00,T006,Parramatta,113,32.01,Medium
2026-08-04T04:55:00,T010,Chatswood,51,66.65,Low
2026-08-04T05:00:00,T004,Sydney_CBD,81,62.7,Low
2026-08-04T05:05:00,T007,Chatswood,143,67.81,Low
2026-08-04T05:10:00,T010,Chatswood,13,60.31,Low
2026-08-04T05:15:00,T010,Chatswood,36,49.7,Low
2026-08-04T05:20:00,T010,Mascot,130,58.54,Low
2026-08-04T05:25:00,T007,Chatswood,53,19.99,High
2026-08-04T05:30:00,T009,Chatswood,72,23.99,High
2026-08-04T05:35:00,T002,Parramatta,11,61.07,Low
2026-08-04T05:40:00,T002,Chatswood,31,62.96,Low
2026-08-04T05:45:00,T001,Parramatta,96,10.1,High
2026-08-04T05:50:00,T009,Sydney_CBD,72,65.32,Low
2026-08-04T05:55:00,T008,Central_Station,82,40.02,Medium
2026-08-04T06:00:00,T007,Sydney_CBD,115,28.19,Medium
2026-08-04T06:05:00,T010,Central_Station,83,19.41,High
2026-08-04T06:10:00,T006,Mascot,60,69.34,Low
2026-08-04T06:15:00,T005,Central_Station,88,60.43,Low
2026-08-04T06:20:00,T009,Parramatta,67,19.67,High
2026-08-04T06:25:00,T003,Mascot,84,58.96,Low
2026-08-04T06:30:00,T003,Mascot,80,25.8,Medium
2026-08-04T06:35:00,T006,Chatswood,75,45.92,Low
2026-08-04T06:40:00,T010,Sydney_CBD,113,18.38,High
2026-08-04T06:45:00,T009,Mascot,71,39.02,Medium
2026-08-04T06:50:00,T006,Parramatta,120,30.84,Medium
2026-08-04T06:55:00,T001,Mascot,75,52.44,Low
2026-08-04T07:00:00,T003,Central_Station,93,48.55,Low
2026-08-04T07:05:00,T010,Central_Station,146,51.55,Low
2026-08-04T07:10:00,T004,Central_Station,76,54.2,Low
2026-08-04T07:15:00,T006,Mascot,102,55.18,Low
2026-08-04T07:20:00,T003,Chatswood,87,24.34,High
2026-08-04T07:25:00,T006,Mascot,145,25.24,Medium
2026-08-04T07:30:00,T002,Mascot,20,23.94,High
2026-08-04T07:35:00,T008,Sydney_CBD,103,11.25,High
2026-08-04T07:40:00,T006,Mascot,83,53.41,Low
2026-08-04T07:45:00,T009,Sydney_CBD,32,33.12,Medium
2026-08-04T07:50:00,T009,Central_Station,121,60.85,Low
2026-08-04T07:55:00,T010,Central_Station,32,38.58,Medium
2026-08-04T08:00:00,T006,Central_Station,108,59.83,Low
2026-08-04T08:05:00,T005,Parramatta,65,36.88,Medium
2026-08-04T08:10:00,T005,Sydney_CBD,126,35.61,Medium
2026-08-04T08:15:00,T006,Sydney_CBD,140,33.63,Medium
2026-08-04T08:20:00,T006,Parramatta,127,64.59,Low
2026-08-04T08:25:00,T005,Parramatta,138,52.04,Low
2026-08-04T08:30:00,T005,Mascot,99,34.43,Medium
2026-08-04T08:35:00,T005,Parramatta,12,43.68,Medium
2026-08-04T08:40:00,T008,Sydney_CBD,144,14.74,High
2026-08-04T08:45:00,T009,Central_Station,19,40.17,Medium
2026-08-04T08:50:00,T005,Sydney_CBD,87,31.69,Medium
2026-08-04T08:55:00,T003,Parramatta,12,67.75,Low
2026-08-04T09:00:00,T004,Sydney_CBD,30,13.21,High
2026-08-04T09:05:00,T006,Mascot,136,45.85,Low
2026-08-04T09:10:00,T006,Sydney_CBD,121,16.87,High
2026-08-04T09:15:00,T008,Parramatta,49,68.69,Low
2026-08-04T09:20:00,T009,Mascot,26,61.54,Low
2026-08-04T09:25:00,T008,Central_Station,64,42.54,Medium
2026-08-04T09:30:00,T006,Chatswood,77,14.68,High
2026-08-04T09:35:00,T006,Mascot,136,63.03,Low
2026-08-04T09:40:00,T004,Central_Station,115,27.18,Medium
2026-08-04T09:45:00,T007,Sydney_CBD,71,49.77,Low
2026-08-04T09:50:00,T005,Sydney_CBD,90,66.46,Low
2026-08-04T09:55:00,T008,Mascot,100,11.95,High
2026-08-04T10:00:00,T001,Mascot,126,18.97,High
2026-08-04T10:05:00,T007,Chatswood,56,10.68,High
2026-08-04T10:10:00,T003,Central_Station,66,33.59,Medium
2026-08-04T10:15:00,T003,Central_Station,120,30.84,Medium
2026-08-04T10:20:00,T002,Parramatta,21,37.65,Medium
2026-08-04T10:25:00,T004,Central_Station,45,39.34,Medium
2026-08-04T10:30:00,T001,Parramatta,82,50.72,Low
2026-08-04T10:35:00,T004,Mascot,53,54.13,Low
2026-08-04T10:40:00,T005,Sydney_CBD,140,28.99,Medium
2026-08-04T10:45:00,T004,Chatswood,138,69.41,Low
2026-08-04T10:50:00,T006,Chatswood,73,41.71,Medium
2026-08-04T10:55:00,T008,Chatswood,148,24.28,High
2026-08-04T11:00:00,T004,Chatswood,124,26.13,Medium
2026-08-04T11:05:00,T003,Parramatta,129,55.88,Low
2026-08-04T11:10:00,T009,Chatswood,109,10.42,High
2026-08-04T11:15:00,T005,Mascot,82,27.64,Medium
